nome,cognome,patronimico,marito,appezzamento,mq,via,numCivico,speciePro,tipoPossesso,comproprietari,numeroAppezzamenti,superficieTotaleMq
Maria_Luisa,Giachi,,Giovan_Battista_Giorgetti,https://florentiaillustrata.net/resource/appezzamento/2408,45.2998,Via_Palazzuolo,3854,casa,comproprietà,Innocenzio Giorgetti,6,226.8396
Maria_Maddalena,Giamberini,Pasquale,Andrea_Chiaisso,https://florentiaillustrata.net/resource/appezzamento/1921,98.0928,Via_Faenza,4732,casa,comproprietà,Giovan Battista Chiaisso,2,142.7114
Giulia,Giani,Antonio,Giovanni_Pastorini,https://florentiaillustrata.net/resource/appezzamento/10320,145.4362,Via_S._Reparata,5652,casa_e_corte,esclusivo,,3,303.1340
Luisa,Giani,Antonio,Gaspero_Della_Nave,https://florentiaillustrata.net/resource/appezzamento/10323,11.2398,Via_S._Reparata,5651,ingresso_comune,esclusivo,,8,404.6328
Luisa,Giani,Antonio,Giuseppe_Fabbrini,https://florentiaillustrata.net/resource/appezzamento/10323,11.2398,Via_S._Reparata,5651,ingresso_comune,esclusivo,,8,404.6328
Luisa,Giani,Antonio,Gaspero_Della_Nave,https://florentiaillustrata.net/resource/appezzamento/13743,0.0,Via_S._Agostino_e_Via_delle_Caldaie,2156,casa_e_corte,comproprietà,Silvestro Giani,8,404.6328
Luisa,Giani,Antonio,Giuseppe_Fabbrini,https://florentiaillustrata.net/resource/appezzamento/13743,0.0,Via_S._Agostino_e_Via_delle_Caldaie,2156,casa_e_corte,comproprietà,Silvestro Giani,8,404.6328
Luisa,Giani,Antonio,Gaspero_Della_Nave,https://florentiaillustrata.net/resource/appezzamento/2833,41.2126,Borgo_Ognissanti,3353,ingresso_comune,comproprietà,Anna Giani,8,404.6328
Luisa,Giani,Antonio,Giuseppe_Fabbrini,https://florentiaillustrata.net/resource/appezzamento/2833,41.2126,Borgo_Ognissanti,3353,ingresso_comune,comproprietà,Anna Giani,8,404.6328
Luisa,Giani,Antonio,Gaspero_Della_Nave,https://florentiaillustrata.net/resource/appezzamento/2834,57.902,Borgo_Ognissanti,3351,casa,comproprietà,Anna Giani,8,404.6328
Luisa,Giani,Antonio,Giuseppe_Fabbrini,https://florentiaillustrata.net/resource/appezzamento/2834,57.902,Borgo_Ognissanti,3351,casa,comproprietà,Anna Giani,8,404.6328
Maria,Giannetti,Pier_Vincenzo,Carlieri,https://florentiaillustrata.net/resource/appezzamento/17223,110.3544,Via_dell_Annunziatina,2663,casa_e_corte,esclusivo,,2,192.7796
Rosa,Giannini,Giovanni,Cammillo_Papi_Del_Riccio,https://florentiaillustrata.net/resource/appezzamento/12001,199.9322,Via_Rosa,7561,casa,comproprietà,Alfonso Papi Del Riccio; Ascanio Papi Del Riccio; Guglielmo Papi Del Riccio,4,292.9160
Rosa,Giannini,Giovanni,Cammillo_Papi_Del_Riccio,https://florentiaillustrata.net/resource/appezzamento/12021,45.2998,Via_dell_Agnolo,7549,casa,comproprietà,Alfonso Papi Del Riccio; Ascanio Papi Del Riccio; Guglielmo Papi Del Riccio,4,292.9160
Rosa,Giannini,Giovanni,Cammillo_Papi_Del_Riccio,https://florentiaillustrata.net/resource/appezzamento/12022,39.5096,Via_dell_Agnolo,7548,casa,comproprietà,Alfonso Papi Del Riccio; Ascanio Papi Del Riccio; Guglielmo Papi Del Riccio,4,292.9160
Rosa,Giannini,Giovanni,Cammillo_Papi_Del_Riccio,https://florentiaillustrata.net/resource/appezzamento/12023,8.1744,Via_dell_Agnolo,7547,corte,comproprietà,Alfonso Papi Del Riccio; Ascanio Papi Del Riccio; Guglielmo Papi Del Riccio,4,292.9160
Margherita_Ottavia,Gilioli,Giovanni,Raffaello_Falconieri,https://florentiaillustrata.net/resource/appezzamento/10087,146.1174,Via_Calderai,6141,casa_e_corte,esclusivo,,10,649.5242
Margherita_Ottavia,Gilioli,Giovanni,Raffaello_Falconieri,https://florentiaillustrata.net/resource/appezzamento/10090,108.6514,Via_Calderai,6140,casa_e_corte,esclusivo,,10,649.5242
Margherita_Ottavia,Gilioli,Giovanni,Raffaello_Falconieri,https://florentiaillustrata.net/resource/appezzamento/9448,199.9322,Via_dei_Ginori,5996,casa_e_corte,esclusivo,,10,649.5242
Caterina,Giorgetti,Giuseppe,Giuseppe_Del_Fine,https://florentiaillustrata.net/resource/appezzamento/12398,38.4878,Via_delle_Mete,7496,casa,esclusivo,,1,38.4878
Agata,Giorgi,Giovanni,Riccardo_Cecchi,https://florentiaillustrata.net/resource/appezzamento/13361,425.75,Via_del_Renaio_e_Via_dei_Malcontenti,7937,casa,esclusivo,,4,6730.2560
Agata,Giorgi,Giovanni,Riccardo_Cecchi,https://florentiaillustrata.net/resource/appezzamento/13362,105.2454,Via_dei_Malcontenti,7889,casa_colonica,esclusivo,,4,6730.2560
Annunziata,Giovannini,Giovanni,Calvelli,https://florentiaillustrata.net/resource/appezzamento/13921,250.6816,Via_Saturnino,2103,"terreno,_magazzino_e_primo_piano",comproprietà,Alessandro Morelli; Annunziata Morelli; Carlo Morelli; Giuseppe Morelli; Teresa Morelli; Jacopo Morelli; Pasquale Morelli,1,250.6816
Eugenia,Giovannini,Giovanni,Fancisti,https://florentiaillustrata.net/resource/appezzamento/15689,13.2834,Borgo_S._Niccolò,1423,ingresso_e_casa,esclusivo,,5,733.9930
Eugenia,Giovannini,Giovanni,Fancisti,https://florentiaillustrata.net/resource/appezzamento/15693,141.6896,Borgo_S._Niccolò,1422,casa,esclusivo,,5,733.9930
Giulia,Giraldoni,Antonio,Pompeo_Granati,https://florentiaillustrata.net/resource/appezzamento/12500,122.616,Via_dei_Pentolini,7146,casa_e_corte,comproprietà,Pompeo Granati,1,122.616
Alessandra,Giunti,Giovanni_Pietro,Ferdinando_Pardini,https://florentiaillustrata.net/resource/appezzamento/3556,26.5668,Via_della_Scala,4373,ingresso_comune,comproprietà,Teresa Marzuoli,6,982.2904
Cassandra,Gondi,Giovan_Battista,Giacinto_Viviani_Della_Robbia,https://florentiaillustrata.net/resource/appezzamento/4261,67.7794,Via_Vigna_Vecchia,273,casa,comproprietà,Teresa Gondi; Vittoria Gondi,9,1017.3722
Cassandra,Gondi,Giovan_Battista,Viviani_Della_Robbia,https://florentiaillustrata.net/resource/appezzamento/4261,67.7794,Via_Vigna_Vecchia,273,casa,comproprietà,Teresa Gondi; Vittoria Gondi,9,1017.3722
Cassandra,Gondi,Giovan_Battista,Giacinto_Viviani_Della_Robbia,https://florentiaillustrata.net/resource/appezzamento/4263,38.4878,Via_del_Palagio,345,casa_e_corte,comproprietà,Teresa Gondi; Vittoria Gondi,9,1017.3722
Cassandra,Gondi,Giovan_Battista,Viviani_Della_Robbia,https://florentiaillustrata.net/resource/appezzamento/4263,38.4878,Via_del_Palagio,345,casa_e_corte,comproprietà,Teresa Gondi; Vittoria Gondi,9,1017.3722
Cassandra,Gondi,Giovan_Battista,Giacinto_Viviani_Della_Robbia,https://florentiaillustrata.net/resource/appezzamento/4264,75.2726,Via_del_Palagio,346,casa,comproprietà,Teresa Gondi; Vittoria Gondi,9,1017.3722
Cassandra,Gondi,Giovan_Battista,Viviani_Della_Robbia,https://florentiaillustrata.net/resource/appezzamento/4264,75.2726,Via_del_Palagio,346,casa,comproprietà,Teresa Gondi; Vittoria Gondi,9,1017.3722
Cassandra,Gondi,Giovan_Battista,Giacinto_Viviani_Della_Robbia,https://florentiaillustrata.net/resource/appezzamento/6024,12.9428,Piazza_S._Firenze,501,casa,esclusivo,,9,1017.3722
Cassandra,Gondi,Giovan_Battista,Viviani_Della_Robbia,https://florentiaillustrata.net/resource/appezzamento/6024,12.9428,Piazza_S._Firenze,501,casa,esclusivo,,9,1017.3722
Teresa,Gondi,Giovan_Battista,Vincenzo_Capponi,https://florentiaillustrata.net/resource/appezzamento/2051,122.616,Via_Valfonda,4505,casa,esclusivo,,8,1206.0646
Teresa,Gondi,Giovan_Battista,Vincenzo_Capponi,https://florentiaillustrata.net/resource/appezzamento/2052,132.834,Via_Valfonda,4506,casa,esclusivo,,8,1206.0646
Teresa,Gondi,Giovan_Battista,Vincenzo_Capponi,https://florentiaillustrata.net/resource/appezzamento/4261,67.7794,Via_Vigna_Vecchia,273,casa,comproprietà,Cassandra Gondi; Vittoria Gondi,8,1206.0646
Teresa,Gondi,Giovan_Battista,Vincenzo_Capponi,https://florentiaillustrata.net/resource/appezzamento/4263,38.4878,Via_del_Palagio,345,casa_e_corte,comproprietà,Cassandra Gondi; Vittoria Gondi,8,1206.0646
Teresa,Gondi,Giovan_Battista,Vincenzo_Capponi,https://florentiaillustrata.net/resource/appezzamento/4264,75.2726,Via_del_Palagio,346,casa,comproprietà,Cassandra Gondi; Vittoria Gondi,8,1206.0646
Vittoria,Gondi,Giovan_Battista,Federigo_Tidi,https://florentiaillustrata.net/resource/appezzamento/2047,261.2402,Via_Valfonda,4502,casa,esclusivo,,8,1297.0048
Vittoria,Gondi,Giovan_Battista,Tidi,https://florentiaillustrata.net/resource/appezzamento/2047,261.2402,Via_Valfonda,4502,casa,esclusivo,,8,1297.0048
Vittoria,Gondi,Giovan_Battista,Todi,https://florentiaillustrata.net/resource/appezzamento/2047,261.2402,Via_Valfonda,4502,casa,esclusivo,,8,1297.0048
Vittoria,Gondi,Giovan_Battista,Federigo_Tidi,https://florentiaillustrata.net/resource/appezzamento/4261,67.7794,Via_Vigna_Vecchia,273,casa,comproprietà,Cassandra Gondi; Teresa Gondi,8,1297.0048
Vittoria,Gondi,Giovan_Battista,Tidi,https://florentiaillustrata.net/resource/appezzamento/4261,67.7794,Via_Vigna_Vecchia,273,casa,comproprietà,Cassandra Gondi; Teresa Gondi,8,1297.0048
Vittoria,Gondi,Giovan_Battista,Todi,https://florentiaillustrata.net/resource/appezzamento/4261,67.7794,Via_Vigna_Vecchia,273,casa,comproprietà,Cassandra Gondi; Teresa Gondi,8,1297.0048
Vittoria,Gondi,Giovan_Battista,Federigo_Tidi,https://florentiaillustrata.net/resource/appezzamento/4263,38.4878,Via_del_Palagio,345,casa_e_corte,comproprietà,Cassandra Gondi; Teresa Gondi,8,1297.0048
Vittoria,Gondi,Giovan_Battista,Tidi,https://florentiaillustrata.net/resource/appezzamento/4263,38.4878,Via_del_Palagio,345,casa_e_corte,comproprietà,Cassandra Gondi; Teresa Gondi,8,1297.0048
Vittoria,Gondi,Giovan_Battista,Todi,https://florentiaillustrata.net/resource/appezzamento/4263,38.4878,Via_del_Palagio,345,casa_e_corte,comproprietà,Cassandra Gondi; Teresa Gondi,8,1297.0048
Vittoria,Gondi,Giovan_Battista,Federigo_Tidi,https://florentiaillustrata.net/resource/appezzamento/4264,75.2726,Via_del_Palagio,346,casa,comproprietà,Cassandra Gondi; Teresa Gondi,8,1297.0048
Vittoria,Gondi,Giovan_Battista,Tidi,https://florentiaillustrata.net/resource/appezzamento/4264,75.2726,Via_del_Palagio,346,casa,comproprietà,Cassandra Gondi; Teresa Gondi,8,1297.0048
Vittoria,Gondi,Giovan_Battista,Todi,https://florentiaillustrata.net/resource/appezzamento/4264,75.2726,Via_del_Palagio,346,casa,comproprietà,Cassandra Gondi; Teresa Gondi,8,1297.0048
Umiltà,Gori,Giovacchino,Merlai,https://florentiaillustrata.net/resource/appezzamento/16518,114.4416,Via_dell_Orto,3153,casa,esclusivo,,2,177.4526
Anna,Gotti,Giuliano,Michelassi,https://florentiaillustrata.net/resource/appezzamento/3364,78.6786,Via_Polverosa,3637,casa,esclusivo,,3,158.7196
Anna,Gotti,Giuliano,Michelassi,https://florentiaillustrata.net/resource/appezzamento/3366,39.169,Via_Polverosa,3636,casa,esclusivo,,3,158.7196
Annunziata,Gotti,Gaetano,Pietro_Leoni,https://florentiaillustrata.net/resource/appezzamento/11103,30.654,Borgo_la_Croce,7063_e_7064,stanza,esclusivo,,1,30.654
Assunta,Grazzini,Gaetano,Romolo_Chiti,https://florentiaillustrata.net/resource/appezzamento/1234,76.2944,Via_del_Giglio,4637,casa,esclusivo,,4,326.2948
Assunta,Grazzini,Giovan_Andrea,Romolo_Chiti,https://florentiaillustrata.net/resource/appezzamento/1234,76.2944,Via_del_Giglio,4637,casa,esclusivo,,4,326.2948
Assunta,Grazzini,Gaetano,Romolo_Chiti,https://florentiaillustrata.net/resource/appezzamento/4319,102.5206,Via_della_Burella,289,casa_e_corte,comproprietà,Fortunata Grazzini; Dioniso Grazzini; Maria Maddalena Grazzini; Jacopo Grazzini,4,326.2948
Assunta,Grazzini,Giovan_Andrea,Romolo_Chiti,https://florentiaillustrata.net/resource/appezzamento/4319,102.5206,Via_della_Burella,289,casa_e_corte,comproprietà,Fortunata Grazzini; Dioniso Grazzini; Maria Maddalena Grazzini; Jacopo Grazzini,4,326.2948
Assunta,Grazzini,Gaetano,Romolo_Chiti,https://florentiaillustrata.net/resource/appezzamento/7327,87.5342,Via_S._Benedetto,830,casa,comproprietà,Fortunata Grazzini; Dioniso Grazzini; Maria Maddalena Grazzini; Jacopo Grazzini,4,326.2948
Assunta,Grazzini,Giovan_Andrea,Romolo_Chiti,https://florentiaillustrata.net/resource/appezzamento/7327,87.5342,Via_S._Benedetto,830,casa,comproprietà,Fortunata Grazzini; Dioniso Grazzini; Maria Maddalena Grazzini; Jacopo Grazzini,4,326.2948
Cammilla,Grazzini,Roberto,Aurelio_Puccini,https://florentiaillustrata.net/resource/appezzamento/3001,141.6896,Via_della_Porcellana,3797,casa,esclusivo,,13,1086.1734
Cammilla,Grazzini,Roberto,Aurelio_Puccini,https://florentiaillustrata.net/resource/appezzamento/7294,688.3526,Via_del_Corso,815,"casa,_corte_e_fabbricato",esclusivo,,13,1086.1734
Cammilla,Grazzini,Roberto,Aurelio_Puccini,https://florentiaillustrata.net/resource/appezzamento/7298,5.4496,Via_dei_Balestrieri,816,casa,esclusivo,,13,1086.1734
Cammilla,Grazzini,Roberto,Aurelio_Puccini,https://florentiaillustrata.net/resource/appezzamento/7301,6.1308,Via_dei_Balestrieri,817,casa,esclusivo,,13,1086.1734
Cammilla,Grazzini,Roberto,Aurelio_Puccini,https://florentiaillustrata.net/resource/appezzamento/7304,6.812,Via_dei_Balestrieri,818,casa,esclusivo,,13,1086.1734
Maddalena,Grazzini,,Francesco_Stangani,https://florentiaillustrata.net/resource/appezzamento/6229,8.515,S._Michele_in_Orto,558_1°,casa,comproprietà,Luisa Grazzini,3,145.0956
Margherita,Grick,Vincenzio,Luigi_Zucchetti,https://florentiaillustrata.net/resource/appezzamento/13093,442.78,Borgo_S._Croce,7900,casa_e_corte,esclusivo,,2,587.535
Rosa,Grick,Giuseppe,Niccolò_Giuntini,https://florentiaillustrata.net/resource/appezzamento/10794,164.8504,Via_S._Zanobi,5517,casa,esclusivo,,2,329.0196
Francesca,Grilli,Carlo,Santi,https://florentiaillustrata.net/resource/appezzamento/9179,332.085,Via_S._Sebastiano,6339,casa,esclusivo,,1,332.085
Maria_Fiora,Grossi,Pasquale,Domenico_Del_Chiaro,https://florentiaillustrata.net/resource/appezzamento/14221,46.3216,Via_dei_Vellutini,1852,casa,esclusivo,,3,95.368
Maria_Fiora,Grossi,Pasquale,Domenico_Del_Chiaro,https://florentiaillustrata.net/resource/appezzamento/16773,5.4496,Via_Malborghetto,2923,ingresso_al_piano_superiore,esclusivo,,3,95.368
Margherita,Guagni,Jacopo,Truci,https://florentiaillustrata.net/resource/appezzamento/16865,108.3108,Via_di_Camaldoli,3041,casa_e_corte,esclusivo,,4,404.9734
Margherita,Guagni,Jacopo,Truci,https://florentiaillustrata.net/resource/appezzamento/16882,8.8556,Via_di_Camaldoli,3031,ingresso,esclusivo,,4,404.9734
Margherita,Guagni,Jacopo,Truci,https://florentiaillustrata.net/resource/appezzamento/16883,126.022,Via_di_Camaldoli,3032,"casa,_corte_e_fabbricato",esclusivo,,4,404.9734
Clorinda,Guasco,Giovan_Battista,De_Franceschi,https://florentiaillustrata.net/resource/appezzamento/13465,0.0,Via_dei_Geppi,2038,casa_e_corte,esclusivo,,3,329.7008
Clorinda,Guasco,Giovan_Battista,De_Franceschi,https://florentiaillustrata.net/resource/appezzamento/13466,85.15,Fondacci_di_S._Spirito_e_Via_dei_Geppi,2020,casa_e_bottega,esclusivo,,3,329.7008
Clorinda,Guasco,Giovan_Battista,De_Franceschi,https://florentiaillustrata.net/resource/appezzamento/13467,244.5508,Fondacci_di_S._Spirito,2021,"casa,_bottega_e_corte",esclusivo,,3,329.7008
Attilio,Guazzini,Pietro,Luca,https://florentiaillustrata.net/resource/appezzamento/3846,86.853,Via_dell_Orologio,414,casa,comproprietà,Luca Guazzini,11,428.8154
Attilio,Guazzini,Pietro,Luca,https://florentiaillustrata.net/resource/appezzamento/8606,136.24,Via_S._Gallo,5916,casa_e_orto,comproprietà,Luca Guazzini,11,428.8154
Luca,Guazzini,Pietro,Luca,https://florentiaillustrata.net/resource/appezzamento/3846,86.853,Via_dell_Orologio,414,casa,comproprietà,Attilio Guazzini,11,428.8154
Luca,Guazzini,Pietro,Luca,https://florentiaillustrata.net/resource/appezzamento/8606,136.24,Via_S._Gallo,5916,casa_e_orto,comproprietà,Attilio Guazzini,11,428.8154
Rosa,Guazzini,Vincenzio,Valentino_Daviddi,https://florentiaillustrata.net/resource/appezzamento/13417,41.2126,Via_delle_Casine_e_Via_S._Giuliano,7848,casa,esclusivo,,2,59.9456
Pellegrina,Guerrazzi,Jacopo,Vincenzo_Grifoni,https://florentiaillustrata.net/resource/appezzamento/781,8.1744,Via_dell_Ariento,4861,ingresso,esclusivo,,3,89.9184
Luisa,Guidi,Francesco,Francesco_Coppini,https://florentiaillustrata.net/resource/appezzamento/1980,137.943,Via_Valfonda,4468,casa,esclusivo,,6,611.7176
Luisa,Guidi,Francesco,Francesco_Coppini,https://florentiaillustrata.net/resource/appezzamento/1981,39.5096,Via_Valfonda,4469,rimessa,esclusivo,,6,611.7176
Teresa,Guidotti,Giuseppe,Vincenzo_Franchi,https://florentiaillustrata.net/resource/appezzamento/630,33.7194,Via_Chiara,4996,casa,esclusivo,,1,33.7194
Angiola,Kanaben,Jacopo,Giuseppe_Cappelli,https://florentiaillustrata.net/resource/appezzamento/9754,225.8178,Via_della_Pergola,6486,casa,esclusivo,,1,225.8178
Caterina,Lacchi,Pietro,Giovanni_Puliti,https://florentiaillustrata.net/resource/appezzamento/776,97.071,Via_S._Maria,4828,casa,esclusivo,,1,97.071
Maria_Caterina,Lamberti,Andrea,Giuseppe_Zucconi,https://florentiaillustrata.net/resource/appezzamento/6042,7.1526,Via_Condotta,507,casa,esclusivo,,2,30.3134
Anna,Landi,Bartolommeo,né_Piattoli,https://florentiaillustrata.net/resource/appezzamento/13758,711.854,Via_delle_Caldaie_e_Via_Saturno,2149,"casa,_corte_e_annessi",esclusivo,,3,1088.5576
Anna,Landi,Bartolommeo,Piattoli,https://florentiaillustrata.net/resource/appezzamento/13758,711.854,Via_delle_Caldaie_e_Via_Saturno,2149,"casa,_corte_e_annessi",esclusivo,,3,1088.5576
Anna,Landi,Bartolommeo,né_Piattoli,https://florentiaillustrata.net/resource/appezzamento/13852,99.4552,Via_S._Giovanni,2261,casa_e_corte,esclusivo,,3,1088.5576
Anna,Landi,Bartolommeo,Piattoli,https://florentiaillustrata.net/resource/appezzamento/13852,99.4552,Via_S._Giovanni,2261,casa_e_corte,esclusivo,,3,1088.5576
Enrichetta,Landucci,Pietro,Enrico_Danty,https://florentiaillustrata.net/resource/appezzamento/13330,287.4664,Zecca_Vecchia,7949,casa,esclusivo,,4,660.7640
Enrichetta,Landucci,Pietro,Enrico_Danty,https://florentiaillustrata.net/resource/appezzamento/13331,208.4472,Zecca_Vecchia,7953,casa,esclusivo,,4,660.7640
Enrichetta,Landucci,Pietro,Enrico_Danty,https://florentiaillustrata.net/resource/appezzamento/13335,59.9456,Zecca_Vecchia,7951,casa,esclusivo,,4,660.7640
Prudenza,Lanini,Lorenzo,Lorenzo_Frullini,https://florentiaillustrata.net/resource/appezzamento/1542,62.6704,Via_del_Moro,4082,casa,esclusivo,,1,62.6704
Maria_Uliva,Lapi,Michele,Barbieri,https://florentiaillustrata.net/resource/appezzamento/17346,105.586,Via_Chiara,2648,casa,comproprietà,Pietro Barbieri,2,177.112
Elisabetta,Larini,Giovanni,Pio_Nobili,https://florentiaillustrata.net/resource/appezzamento/6723,110.0138,Via_di_Porta_Rossa,1023,casa,esclusivo,,1,110.0138
Anna,Lascialfare,Quirico,Antonio_Lanzini,https://florentiaillustrata.net/resource/appezzamento/11123,17.3706,Borgo_la_Croce,7058,ingresso,esclusivo,,9,516.0090
Anna,Lascialfare,Quirico,Antonio_Bartolini,https://florentiaillustrata.net/resource/appezzamento/11123,17.3706,Borgo_la_Croce,7058,ingresso,esclusivo,,9,516.0090
Anna,Lascialfare,Valentino,Antonio_Bartolini,https://florentiaillustrata.net/resource/appezzamento/11123,17.3706,Borgo_la_Croce,7058,ingresso,esclusivo,,9,516.0090
Anna,Lascialfare,Valentino,Antonio_Lanzini,https://florentiaillustrata.net/resource/appezzamento/11123,17.3706,Borgo_la_Croce,7058,ingresso,esclusivo,,9,516.0090
Anna,Lascialfare,Quirico,Antonio_Lanzini,https://florentiaillustrata.net/resource/appezzamento/12614,134.8776,Via_Borgo_la_Croce,7091_e_7090,casa_e_corte,esclusivo,,9,516.0090
Anna,Lascialfare,Quirico,Antonio_Bartolini,https://florentiaillustrata.net/resource/appezzamento/12614,134.8776,Via_Borgo_la_Croce,7091_e_7090,casa_e_corte,esclusivo,,9,516.0090
Anna,Lascialfare,Valentino,Antonio_Bartolini,https://florentiaillustrata.net/resource/appezzamento/12614,134.8776,Via_Borgo_la_Croce,7091_e_7090,casa_e_corte,esclusivo,,9,516.0090
Anna,Lascialfare,Valentino,Antonio_Lanzini,https://florentiaillustrata.net/resource/appezzamento/12614,134.8776,Via_Borgo_la_Croce,7091_e_7090,casa_e_corte,esclusivo,,9,516.0090
Anna,Lascialfare,Quirico,Antonio_Lanzini,https://florentiaillustrata.net/resource/appezzamento/9777,79.0192,Via_Cafaggiolo,6598,terreno_e_1°_piano_di_casa,esclusivo,,9,516.0090
Anna,Lascialfare,Quirico,Antonio_Bartolini,https://florentiaillustrata.net/resource/appezzamento/9777,79.0192,Via_Cafaggiolo,6598,terreno_e_1°_piano_di_casa,esclusivo,,9,516.0090
Anna,Lascialfare,Valentino,Antonio_Bartolini,https://florentiaillustrata.net/resource/appezzamento/9777,79.0192,Via_Cafaggiolo,6598,terreno_e_1°_piano_di_casa,esclusivo,,9,516.0090
Anna,Lascialfare,Valentino,Antonio_Lanzini,https://florentiaillustrata.net/resource/appezzamento/9777,79.0192,Via_Cafaggiolo,6598,terreno_e_1°_piano_di_casa,esclusivo,,9,516.0090
Colomba,Lascialfare,Gaspero,Giuseppe_Pestellini,https://florentiaillustrata.net/resource/appezzamento/3404,111.7168,Sul_Prato,3608,casa,comproprietà,Caterina Niccolai,4,392.3712
Caterina,Lazzeri,Paolo,Luigi_Pagliai,https://florentiaillustrata.net/resource/appezzamento/4828,10.218,Via_de_Neri,68,casa,comproprietà,Domenico Pagliai; Giuseppe Pagliai; Maddalena Leopolda Pagliai; Pietro Pagliai,4,209.8096
Luisa,Lensi,Giovanni,Giuseppe_Biondi,https://florentiaillustrata.net/resource/appezzamento/10017,169.2782,Via_del_Cocomero,6129,ingresso_comune,esclusivo,,2,269.0740
Luisa,Lensi,Giovanni,Giuseppe_Biondi,https://florentiaillustrata.net/resource/appezzamento/10020,99.7958,Via_del_Cocomero,6129,stanza_a_terreno,esclusivo,,2,269.0740
Margherita,Lenzoni,,Roberto_Strozzi,https://florentiaillustrata.net/resource/appezzamento/7129,6.1308,Via_dei_Pittori,678,casa,esclusivo,,2,67.7794
Caterina,Leonardi,Giuseppe,Francesco_Rainaldi,https://florentiaillustrata.net/resource/appezzamento/9513,190.3954,Via_delle_Lance,5982_e_5983,casa,esclusivo,,1,190.3954
Luisa,Liverani,Giacinto,Giuseppe_Mesani,https://florentiaillustrata.net/resource/appezzamento/414,168.597,Via_delle_Cantonelle,5100,casa,esclusivo,,1,168.597
Anna,Lollin,Michele,negli_Eynard,https://florentiaillustrata.net/resource/appezzamento/16345,426.7718,Via_dell_Orto_e_Via_del_Fiore,3193,palazzo,esclusivo,,11,9591.2960
Anna,Lorenzi,Domenico,Vittorio_Mori,https://florentiaillustrata.net/resource/appezzamento/12367,78.338,Via_delle_Mete,7511,casa_e_bottega,esclusivo,,3,406.3358
Anna,Lorenzi,Domenico,Vittorio_Mori,https://florentiaillustrata.net/resource/appezzamento/3067,227.1802,Via_della_Scala,4282,casa,esclusivo,,3,406.3358
Anna,Lorenzi,Domenico,Vittorio_Mori,https://florentiaillustrata.net/resource/appezzamento/3275,100.8176,Via_Palazzuolo,3645,casa,esclusivo,,3,406.3358
Annunziata,Lotti,Vincenzo,Giuseppe_Silli,https://florentiaillustrata.net/resource/appezzamento/17009,78.338,Via_del_Leone,2892,casa,esclusivo,,3,240.123
Fulvia,Lotti,,Alessandro_Giuseppe_Berti,https://florentiaillustrata.net/resource/appezzamento/8814,119.5506,Piazza_S._Marco_e_Via_Larga,6198,casa,comproprietà,Enrico Berti; Tito Berti,1,119.5506
Teresa,Lotti,Giuseppe,Gaetano_Gasbarri,https://florentiaillustrata.net/resource/appezzamento/9343,309.2648,Via_della_Pergola,6525,casa_e_corte,comproprietà,Gaetano Gasbarri,1,309.2648
Anna,Lucci,Francesco,Niccolò_Arrighi,https://florentiaillustrata.net/resource/appezzamento/5669,45.981,Borgo_SS._Apostoli,1161,casa,esclusivo,,3,346.3902
Margherita,Lukeskevitz,,Pietro_Frassinetti,https://florentiaillustrata.net/resource/appezzamento/2604,104.2236,Borgo_Ognissanti,3918,casa,comproprietà,Rosalia Lukeskevitz,2,130.1092
Rosalia,Lukeskevitz,,Matteo_degli_Innocenti,https://florentiaillustrata.net/resource/appezzamento/2604,104.2236,Borgo_Ognissanti,3918,casa,comproprietà,Margherita Lukeskevitz,2,130.1092
Maria_Anna,Maestrini,Luigi,Stefano_Fabbrini,https://florentiaillustrata.net/resource/appezzamento/13502,204.36,Via_del_Presto,1968,casa_e_corte,esclusivo,,5,628.0664
Maria_Anna,Maestrini,Luigi,Stefano_Fabbrini,https://florentiaillustrata.net/resource/appezzamento/4057,352.1804,Borgo_degli_Albizzi,466,casa,esclusivo,,5,628.0664
Maria_Anna,Maestrini,Luigi,Stefano_Fabbrini,https://florentiaillustrata.net/resource/appezzamento/7734,12.2616,Via_dietro_S._Tommaso,700,casa,esclusivo,,5,628.0664
Teresa_Giuditta,Magherini,Giuseppe,Jacopo_Francesco_Poggiali,https://florentiaillustrata.net/resource/appezzamento/2695,141.6896,Borgo_Ognissanti,3458,casa_e_corte,esclusivo,,1,141.6896
Marianna,Magni,Lorenzo,Antonio_Chellini,https://florentiaillustrata.net/resource/appezzamento/10767,12.2616,Via_S._Zanobi,5497,ingresso,comproprietà,Antonio Chellini,2,98.0928
Maria,Malingambi,Francesco,Giovanni_Bonelli,https://florentiaillustrata.net/resource/appezzamento/11533,2.3842,Via_di_Mezzo,6941,ingresso,esclusivo,,2,142.7114
Angela,Manetti,Francesco,Pietro_Larucci,https://florentiaillustrata.net/resource/appezzamento/8550,7.1526,Via_S._Gallo,5894,casa,esclusivo,,2,41.2126
Angiola,Manetti,Valentino,Giuseppe_Ceccherini,https://florentiaillustrata.net/resource/appezzamento/12060,266.6898,Via_dell_Agnolo,7531,casa_e_corte,comproprietà,Gaetano Ceccherini; Francesco Ceccherini; Eugenio Ceccherini; Ferdinando Ceccherini,2,323.5700
Annunziata,Manetti,Giuseppe,Giuseppe_Lastri,https://florentiaillustrata.net/resource/appezzamento/4871,59.605,Via_Mosca,82,casa,comproprietà,Assunta Manetti; Angiola Montelatici,1,59.605
